Date,etf_open,etf_high,etf_low,etf_close,etf_volume
2020-11-09 00:00:00-05:00,134.0915883087048,134.24633283387337,132.93955756003956,134.16896057128906,23245000
2020-11-10 00:00:00-05:00,133.22332087080088,133.95408105496466,133.06856316695774,133.395263671875,12561000
2020-11-11 00:00:00-05:00,133.27482666943294,134.06577359965544,133.231837713993,133.8766326904297,5888200
2020-11-12 00:00:00-05:00,134.9255346390796,136.1807285003034,134.72780113570144,136.15493774414062,15999700
2020-11-13 00:00:00-05:00,136.1463384906974,136.26669971965737,135.75946404892528,135.97439575195312,7344600
2020-11-16 00:00:00-05:00,135.60473136471663,136.07758382210352,135.50156832615676,135.64772033691406,6310400
2020-11-17 00:00:00-05:00,136.4988808468627,136.83417390465348,136.34412314105424,136.53326416015625,7444600
2020-11-18 00:00:00-05:00,137.0748934906085,137.18666221358836,136.13779408246955,136.92874145507812,10333300
2020-11-19 00:00:00-05:00,137.530488721677,138.1752837817142,137.41872004671936,137.63365173339844,10637200
2020-11-20 00:00:00-05:00,138.01199379895093,138.88031346925789,137.89163252664704,138.85452270507812,7246800
2020-11-23 00:00:00-05:00,138.26132699400935,138.4074790357609,137.79706698525013,138.2183380126953,11300000
2020-11-24 00:00:00-05:00,137.54772534595304,137.5735161060866,136.7051834536144,136.84274291992188,10891700
2020-11-25 00:00:00-05:00,136.9115136598286,137.47893658228026,136.3698814958164,136.4214630126953,9145800
2020-11-27 00:00:00-05:00,137.22101891699532,137.78844185200734,137.19522815798496,137.74545288085938,4708200
2020-11-30 00:00:00-05:00,137.58206361376998,138.011926966464,137.34993373016644,137.57347106933594,13071600
2020-12-01 00:00:00-05:00,136.44872627951176,136.6122430920054,134.83938834813262,135.5450897216797,13662800
2020-12-02 00:00:00-05:00,135.01154501466752,135.05456470456124,133.80669166685342,134.4693603515625,12114300
2020-12-03 00:00:00-05:00,135.06308233832925,135.8204174351591,134.75326462887742,135.55361938476562,9626500
2020-12-04 00:00:00-05:00,133.98734369847912,134.07339615829665,133.1955901566238,133.56564331054688,12734500
2020-12-07 00:00:00-05:00,134.55534171191496,135.0114604459812,134.40902758354025,134.77049255371094,9316100
2020-12-08 00:00:00-05:00,135.60531216953285,136.0356139587893,135.2868799158805,135.40736389160156,7397200
2020-12-09 00:00:00-05:00,134.7275179571455,135.39018651302382,134.26278458432708,134.9598846435547,7750100
2020-12-10 00:00:00-05:00,135.3212805631414,136.22490360916308,134.96843002476726,136.15606689453125,10025100
2020-12-11 00:00:00-05:00,136.53476489623085,137.17161632968885,136.25077724544911,136.63804626464844,8135900
2020-12-14 00:00:00-05:00,135.53652573899257,136.56924789017188,135.20949202393885,136.25942993164062,7535900
2020-12-15 00:00:00-05:00,135.78602216776537,136.31099083958927,135.38153746332227,135.80323791503906,6847500
2020-12-16 00:00:00-05:00,134.75336299444388,135.88075202542296,134.5898461490151,135.4418487548828,9954200
2020-12-17 00:00:00-05:00,136.2291874429009,136.51348441318535,134.76462490286613,135.08338928222656,9422700
2020-12-18 00:00:00-05:00,135.3591235525469,135.58312237563655,134.54930996700608,134.6785430908203,6505000
2020-12-21 00:00:00-05:00,135.42805240754575,135.54866210885874,134.78192619076788,135.21267700195312,8988200
2020-12-22 00:00:00-05:00,135.73813328927324,135.97074230483474,135.32461637474836,135.91043090820312,7370800
2020-12-23 00:00:00-05:00,134.9283425897814,134.9886539965013,133.92901097464335,134.97142028808594,9266600
2020-12-24 00:00:00-05:00,135.16953872528237,135.62613332891112,135.12647417983732,135.50552368164062,3117100
2020-12-28 00:00:00-05:00,134.72155893906663,135.64335836742154,134.48033965993832,135.56582641601562,7791100
2020-12-29 00:00:00-05:00,134.73019497037254,135.50554092355827,134.70435098163082,135.3935546875,9030900
2020-12-30 00:00:00-05:00,135.10066298803994,135.71232165285934,134.98004016602442,135.6864776611328,9097300
2020-12-31 00:00:00-05:00,135.6520780529944,136.18620495787906,135.64345462196457,135.88467407226562,7742100
2021-01-04 00:00:00-05:00,134.97138443185935,136.27224644407676,134.85938507511472,135.72088623046875,13152900
2021-01-05 00:00:00-05:00,135.21259335188444,135.21259335188444,134.10126273056522,134.71292114257812,10458100
2021-01-06 00:00:00-05:00,132.51616493666984,132.5420089296221,131.19805556875738,131.94757080078125,22827300
2021-01-07 00:00:00-05:00,130.76734270056613,131.09471756674034,130.31074783220382,130.78457641601562,14651900
2021-01-08 00:00:00-05:00,130.5002417465731,130.91377192563056,129.79381736192155,130.36241149902344,13622500
2021-01-11 00:00:00-05:00,130.086676523384,130.26759755288452,129.64731565954645,130.14698791503906,8370700
2021-01-12 00:00:00-05:00,129.90579675098456,130.22456122367845,129.16490498449937,130.04364013671875,12186300
2021-01-13 00:00:00-05:00,130.65533108844403,131.87005145545166,130.57779910215945,131.50820922851562,12533300
2021-01-14 00:00:00-05:00,131.44790296422823,131.49959095194274,129.90580788823945,130.27626037597656,14835500
2021-01-15 00:00:00-05:00,131.11194906215152,131.25840277730933,130.491666771205,130.79319763183594,11624700
2021-01-19 00:00:00-05:00,130.62080257075417,131.2583181659047,130.526036916684,131.21524047851562,9575600
2021-01-20 00:00:00-05:00,130.93957579487505,131.36170298162338,130.76726503366748,131.344482421875,5368900
2021-01-21 00:00:00-05:00,130.46574614688885,130.7328094203545,130.17283888860172,130.42266845703125,8162700
2021-01-22 00:00:00-05:00,130.81895887279478,130.95678907044268,130.44850653136265,130.8448028564453,9507200
2021-01-25 00:00:00-05:00,131.60296286233958,132.40416608357603,131.49958689010373,132.38693237304688,8712600
2021-01-26 00:00:00-05:00,131.89588085876997,132.32663159554522,131.74080375788685,132.13710021972656,7690300
2021-01-27 00:00:00-05:00,132.73147540955966,133.1019145577298,132.26625747294716,132.4730224609375,7895200
2021-01-28 00:00:00-05:00,132.15425473493988,132.20595583970734,131.08600185474086,131.74073791503906,10667800
2021-01-29 00:00:00-05:00,130.44855448534238,131.37036739262646,130.3451785127384,130.94822692871094,14965900
2021-02-01 00:00:00-05:00,130.80678969774837,131.41053723425628,130.66016623607567,131.10003662109375,8165500
2021-02-02 00:00:00-05:00,130.01321609046408,130.31508310430854,129.82346509401253,130.2547149658203,9177500
2021-02-03 00:00:00-05:00,129.74587405019747,129.88387721447572,129.01275691629317,129.0989990234375,9633100
2021-02-04 00:00:00-05:00,128.6505172616037,128.93514387208995,128.34001670113753,128.75401306152344,8262600
2021-02-05 00:00:00-05:00,128.5988309570228,129.00420724848206,127.66732882945985,127.67594909667969,10258900
2021-02-08 00:00:00-05:00,127.90872447552714,128.73671692326562,127.68446610204168,128.23646545410156,11574800
2021-02-09 00:00:00-05:00,128.70230289138772,129.09042541557406,128.21930480255932,128.3314208984375,5218300
2021-02-10 00:00:00-05:00,128.75399172341398,129.18524169921875,128.63324225661685,129.18524169921875,8079800
2021-02-11 00:00:00-05:00,129.0989846749934,129.1938601948017,128.29686604809982,128.47799682617188,11962700
2021-02-12 00:00:00-05:00,127.39126479434256,127.71901905060348,126.81339129457704,126.88239288330078,14088400
2021-02-16 00:00:00-05:00,125.2522587006836,125.63176082956866,124.76926077690493,124.95037841796875,17789100
2021-02-17 00:00:00-05:00,125.88184620850436,126.25272797499876,125.04522032950612,125.74384307861328,11199100
2021-02-18 00:00:00-05:00,124.72621233807669,125.5800926702465,124.47609295469964,125.2350845336914,10755300
2021-02-19 00:00:00-05:00,124.25178107336521,124.47603955610074,123.20816316468199,123.5704116821289,12741700
2021-02-22 00:00:00-05:00,123.36341769467751,123.9757987025525,122.23354439971108,122.63028717041016,13203900
2021-02-23 00:00:00-05:00,122.06100159061386,122.90624789111314,121.73324738481185,122.27662658691406,12658500
2021-02-24 00:00:00-05:00,120.18941612051597,121.76778000997001,120.02553896591343,121.47453308105469,17363100
2021-02-25 00:00:00-05:00,120.33605881313223,120.68105370689842,117.82617950474157,119.49079895019531,52621700
2021-02-26 00:00:00-05:00,121.41411968005119,123.59624346535271,120.47398474764213,123.44098663330078,45423300
2021-03-01 00:00:00-05:00,121.46525901373664,122.11291251784957,120.97303602586956,121.8106689453125,22048000
2021-03-02 00:00:00-05:00,121.2407461752186,121.87113848680079,121.14575645542854,121.81932830810547,12482200
2021-03-03 00:00:00-05:00,120.35991371680153,121.0248283961083,119.82451127210508,120.4980697631836,19763700
2021-03-04 00:00:00-05:00,120.57579344005059,120.84348806359007,119.13368682096818,119.72088623046875,22366600
2021-03-05 00:00:00-05:00,119.31501780344131,120.32535546145454,119.15958732215066,119.95404052734375,20598000
2021-03-08 00:00:00-05:00,119.88492276532764,119.94536354360001,119.0213851928711,119.0213851928711,15236600
2021-03-09 00:00:00-05:00,120.26492775637627,120.73987623958328,120.00586374948674,120.67079162597656,14463400
2021-03-10 00:00:00-05:00,120.72263347190213,121.02486391213182,120.27358995389245,120.91261291503906,12387600
2021-03-11 00:00:00-05:00,120.17855923098084,120.35990797448484,119.56545474538606,120.04039001464844,14150700
2021-03-12 00:00:00-05:00,117.78655777624249,117.8383811156727,117.13890438705522,117.49295806884766,20402700
2021-03-15 00:00:00-04:00,117.86427971359973,118.38239449052377,117.79519510803496,118.18378448486328,11366500
2021-03-16 00:00:00-04:00,118.32191105824671,118.40825690168172,117.22521475198394,117.70879364013672,15567900
2021-03-17 00:00:00-04:00,116.7070776996899,117.03522613762938,115.8435402748264,116.82797241210938,27107500
2021-03-18 00:00:00-04:00,115.11823798490556,116.11994513428404,115.01461765101917,115.6449966430664,21615100
2021-03-19 00:00:00-04:00,115.78317885173843,116.43083236421542,115.54138926120392,116.36174774169922,18685000
2021-03-22 00:00:00-04:00,117.17350052676909,117.79524908521401,116.89716197788368,117.66571044921875,17047500
2021-03-23 00:00:00-04:00,117.95063697426971,118.77099533266359,117.5706781952555,118.72782897949219,16768400
2021-03-24 00:00:00-04:00,118.35649881718231,119.410016076829,118.26150912404886,119.36683654785156,13863000
2021-03-25 00:00:00-04:00,119.50499752358743,119.7381564227428,118.3823957303498,118.42557525634766,20782000
2021-03-26 00:00:00-04:00,117.80385453109506,118.51196202877341,117.63114956324857,118.0111083984375,8433300
2021-03-29 00:00:00-04:00,118.15790653931204,118.17518098880555,116.55172532656647,117.0093994140625,13968100
2021-03-30 00:00:00-04:00,116.83671283674073,117.88158660601768,116.58627939757609,117.6225357055664,15020800
2021-03-31 00:00:00-04:00,117.73472692040421,117.95061134552299,116.5603151206965,116.96617889404297,19271300
2021-04-01 00:00:00-04:00,118.07735566722896,119.0025979290176,117.8611759656026,118.90747833251953,14885900
2021-04-05 00:00:00-04:00,118.07737253241218,118.44055289967068,117.5498934573207,118.388671875,8243000
2021-04-06 00:00:00-04:00,118.604845695855,119.31390832195189,118.47512994608,119.1928482055664,9282400
2021-04-07 00:00:00-04:00,118.85561486490639,119.41769008886536,118.36273193359375,118.36273193359375,11052700
2021-04-08 00:00:00-04:00,118.80372228520817,119.39173796443755,118.77778177527065,119.33984375,7847900
2021-04-09 00:00:00-04:00,118.89883589449674,119.49549398211539,118.54429801713466,118.90747833251953,8717800
2021-04-12 00:00:00-04:00,118.86423882247402,118.92476227056486,118.5529395613432,118.85558319091797,7659000
2021-04-13 00:00:00-04:00,118.7258996960751,119.77220210638575,118.6394225340133,119.74626159667969,13232800
2021-04-14 00:00:00-04:00,119.35709547993625,119.53869217355465,118.95933235228816,119.36573791503906,7293200
2021-04-15 00:00:00-04:00,120.61966051406026,121.90808340575184,120.59371999909767,121.36331939697266,23896700
2021-04-16 00:00:00-04:00,120.28243896054767,120.82720305236938,120.13542509392917,120.42078399658203,15238400
2021-04-19 00:00:00-04:00,119.97113569377143,120.46401873196193,119.80683694951904,120.07489776611328,13886800
2021-04-20 00:00:00-04:00,119.72032320022244,120.85310279259018,119.70302512859226,120.62828063964844,11476500
2021-04-21 00:00:00-04:00,120.6629078993767,120.98286296650018,120.25650202604295,120.87044525146484,11902200
2021-04-22 00:00:00-04:00,121.06068637487624,121.3979263305664,120.36890838524913,121.3979263305664,14156400
2021-04-23 00:00:00-04:00,121.3892499656836,121.46707150419489,120.61965063086717,121.11253356933594,12302200
2021-04-26 00:00:00-04:00,121.19033784854675,121.50163715282223,120.93093275711895,120.9395751953125,9103500
2021-04-27 00:00:00-04:00,120.70614702396712,120.90504193521596,119.78954680540308,119.8846664428711,14137300
2021-04-28 00:00:00-04:00,119.89329190043605,120.10082922403025,119.29664683491342,119.96247100830078,15263700
2021-04-29 00:00:00-04:00,118.85561099449251,119.64250836567224,118.57890780573683,119.60792541503906,17178200
2021-04-30 00:00:00-04:00,119.77224872734502,119.96248800228105,119.31394861806301,119.8846664428711,15692000
2021-05-03 00:00:00-04:00,120.11239139417277,120.93507638178035,119.74867844851192,119.9565200805664,16447700
2021-05-04 00:00:00-04:00,120.79652451088084,121.37673418218388,120.51074723147865,120.77054595947266,18639700
2021-05-05 00:00:00-04:00,120.39817196918465,121.10828765431822,120.30291287029874,120.9697265625,11127900
2021-05-06 00:00:00-04:00,120.58867464568735,121.40270443795227,120.54537265832855,121.16888427734375,21907600
2021-05-07 00:00:00-04:00,121.32475999474134,121.75775340912098,120.29423355429212,120.57134246826172,18346900
2021-05-10 00:00:00-04:00,120.32885972000304,120.58865839523428,119.23772114072324,119.35030364990234,15146200
2021-05-11 00:00:00-04:00,118.83940538498521,119.0559021588045,118.44105872094981,118.67486572265625,15158600
2021-05-12 00:00:00-04:00,118.35445577423128,118.46703832606718,117.22001478359576,117.4278564453125,20859400
2021-05-13 00:00:00-04:00,117.71360964883843,118.09464605303931,117.45382411316812,117.60969543457031,13073900
2021-05-14 00:00:00-04:00,118.2331924689218,118.70948791503906,117.96473863944979,118.70948791503906,17566700
2021-05-17 00:00:00-04:00,118.49302090852488,118.78745336219275,118.26786901111682,118.4583740234375,6113800
2021-05-18 00:00:00-04:00,118.12061892907253,118.26784834409347,117.8348548535706,118.15526580810547,11423100
2021-05-19 00:00:00-04:00,118.24182903199426,118.89998744116714,117.4451227807041,117.86946105957031,14296000
