DATE,etf_open,etf_high,etf_low,etf_close,etf_volume,nav_proxy,basis,basis_bps
2020-11-09,134.0915883087048,134.24633283387337,132.93955756003956,134.16896057128906,23245000,67.89966842229215,0.9759884501474241,9759.88450147424
2020-11-10,133.22332087080088,133.95408105496466,133.06856316695774,133.395263671875,12561000,67.66243498350775,0.9714818673668657,9714.818673668657
2020-11-11,133.27482666943294,134.06577359965544,133.231837713993,133.8766326904297,5888200,,,
2020-11-12,134.9255346390796,136.1807285003034,134.72780113570144,136.15493774414062,15999700,68.97755426915795,0.9739020785348403,9739.020785348403
2020-11-13,136.1463384906974,136.26669971965737,135.75946404892528,135.97439575195312,7344600,68.85694910948108,0.9747374449564522,9747.374449564522
2020-11-16,135.60473136471663,136.07758382210352,135.50156832615676,135.64772033691406,6310400,68.73655482426469,0.9734436892235552,9734.436892235552
2020-11-17,136.4988808468627,136.83417390465348,136.34412314105424,136.53326416015625,7444600,69.2193986899536,0.9724711098938295,9724.711098938295
2020-11-18,137.0748934906085,137.18666221358836,136.13779408246955,136.92874145507812,10333300,69.09837067264868,0.9816493518171889,9816.49351817189
2020-11-19,137.530488721677,138.1752837817142,137.41872004671936,137.63365173339844,10637200,69.58375613448462,0.9779566292367675,9779.566292367675
2020-11-20,138.01199379895093,138.88031346925789,137.89163252664704,138.85452270507812,7246800,70.19528554013104,0.9781174994393921,9781.174994393921
2020-11-23,138.26132699400935,138.4074790357609,137.79706698525013,138.2183380126953,11300000,69.82772597913096,0.9794191501238905,9794.191501238905
2020-11-24,137.54772534595304,137.5735161060866,136.7051834536144,136.84274291992188,10891700,69.34063869172111,0.9734854697301792,9734.854697301793
2020-11-25,136.9115136598286,137.47893658228026,136.3698814958164,136.4214630126953,9145800,69.15885820642404,0.9725811927881621,9725.811927881621
2020-11-27,137.22101891699532,137.78844185200734,137.19522815798496,137.74545288085938,4708200,69.76665344203074,0.9743738030277224,9743.738030277224
2020-11-30,137.58206361376998,138.011926966464,137.34993373016644,137.57347106933594,13071600,69.64466856640493,0.9753625640153937,9753.625640153938
2020-12-01,136.44872627951176,136.6122430920054,134.83938834813262,135.5450897216797,13662800,68.61637104480114,0.9754045231156179,9754.045231156178
2020-12-02,135.01154501466752,135.05456470456124,133.80669166685342,134.4693603515625,12114300,68.13773363286383,0.9734932933945716,9734.932933945716
2020-12-03,135.06308233832925,135.8204174351591,134.75326462887742,135.55361938476562,9626500,68.55635797968189,0.9772581767680799,9772.581767680798
2020-12-04,133.98734369847912,134.07339615829665,133.1955901566238,133.56564331054688,12734500,67.78094791329697,0.9705484715468925,9705.484715468925
2020-12-07,134.55534171191496,135.0114604459812,134.40902758354025,134.77049255371094,9316100,68.25707906351519,0.9744544361223411,9744.54436122341
2020-12-08,135.60531216953285,136.0356139587893,135.2868799158805,135.40736389160156,7397200,68.55635797968189,0.9751248152903975,9751.248152903976
2020-12-09,134.7275179571455,135.39018651302382,134.26278458432708,134.9598846435547,7750100,68.31683014498168,0.9754998052038335,9754.998052038334
2020-12-10,135.3212805631414,136.22490360916308,134.96843002476726,136.15606689453125,10025100,68.79672563062466,0.9791067910057883,9791.067910057884
2020-12-11,136.53476489623085,137.17161632968885,136.25077724544911,136.63804626464844,8135900,69.03793604231673,0.9791733950577012,9791.733950577012
2020-12-14,135.53652573899257,136.56924789017188,135.20949202393885,136.25942993164062,7535900,68.97755426915795,0.9754169508524679,9754.16950852468
2020-12-15,135.78602216776537,136.31099083958927,135.38153746332227,135.80323791503906,6847500,68.73655482426469,0.9757062055588968,9757.062055588967
2020-12-16,134.75336299444388,135.88075202542296,134.5898461490151,135.4418487548828,9954200,68.61637104480114,0.9738999118220613,9738.999118220612
2020-12-17,136.2291874429009,136.51348441318535,134.76462490286613,135.08338928222656,9422700,68.43648926893084,0.9738503644071705,9738.503644071705
2020-12-18,135.3591235525469,135.58312237563655,134.54930996700608,134.6785430908203,6505000,68.19738024137823,0.9748345554350951,9748.345554350952
2020-12-21,135.42805240754575,135.54866210885874,134.78192619076788,135.21267700195312,8988200,68.37663353152458,0.9774690565836976,9774.690565836976
2020-12-22,135.73813328927324,135.97074230483474,135.32461637474836,135.91043090820312,7370800,68.73655482426469,0.9772656813492985,9772.656813492984
2020-12-23,134.9283425897814,134.9886539965013,133.92901097464335,134.97142028808594,9266600,68.19738024137823,0.9791291074579004,9791.291074579003
2020-12-24,135.16953872528237,135.62613332891112,135.12647417983732,135.50552368164062,3117100,68.61637104480114,0.9748278962926512,9748.278962926512
2020-12-28,134.72155893906665,135.64335836742154,134.48033965993832,135.56582641601562,7791100,68.55635797968189,0.9774362351073753,9774.362351073753
2020-12-29,134.73019497037254,135.50554092355827,134.70435098163082,135.3935546875,9030900,68.49639740302756,0.9766522010034293,9766.522010034294
2020-12-30,135.10066298803994,135.71232165285934,134.98004016602442,135.6864776611328,9097300,68.61637104480114,0.977465080054148,9774.65080054148
2020-12-31,135.6520780529944,136.18620495787906,135.64345462196457,135.88467407226562,7742100,68.73655482426469,0.9768909631807293,9768.909631807293
2021-01-04,134.97138443185935,136.27224644407676,134.85938507511472,135.72088623046875,13152900,68.61637104480114,0.9779665430259142,9779.665430259143
2021-01-05,135.21259335188444,135.21259335188444,134.10126273056522,134.71292114257812,10458100,68.19738024137823,0.9753386518041365,9753.386518041365
2021-01-06,132.51616493666984,132.5420089296221,131.19805556875738,131.94757080078125,22827300,66.89713567723662,0.9723949234149292,9723.949234149291
2021-01-07,130.76734270056613,131.09471756674034,130.31074783220382,130.78457641601562,14651900,66.43049088971692,0.9687431880209147,9687.431880209147
2021-01-08,130.5002417465731,130.91377192563056,129.79381736192155,130.36241149902344,13622500,66.14049232649413,0.9709924573210913,9709.924573210912
2021-01-11,130.086676523384,130.26759755288452,129.64731565954645,130.14698791503906,8370700,66.02484768349886,0.9711819486342534,9711.819486342534
2021-01-12,129.90579675098456,130.22456122367845,129.16490498449937,130.04364013671875,12186300,66.02484768349886,0.969616662504163,9696.16662504163
2021-01-13,130.65533108844403,131.87005145545166,130.57779910215945,131.50820922851562,12533300,66.6634049697045,0.9727196546333052,9727.196546333053
